tweet_id,retweet_count,favorite_count,retweeted_status
781163403222056960,3168,10895,Original tweet
780931614150983680,8536,24192,Original tweet
780858289093574656,2328,8033,Original tweet
780800785462489090,1505,6141,Original tweet
780601303617732608,3839,13525,Original tweet
780543529827336192,2032,7040,Original tweet
780496263422808064,4319,0,This is a retweet
780476555013349377,136,0,This is a retweet
780459368902959104,1224,5892,Original tweet
780192070812196864,2589,9712,Original tweet
780092040432480260,2655,0,This is a retweet
780074436359819264,5815,13723,Original tweet
779834332596887552,8237,21252,Original tweet
779377524342161408,3613,9831,Original tweet
779124354206535695,21324,0,This is a retweet
779123168116150273,4207,13206,Original tweet
779056095788752897,5247,16500,Original tweet
778990705243029504,8437,22342,Original tweet
778774459159379968,11550,0,This is a retweet
778764940568104960,426,955,Original tweet
778748913645780993,1562,7717,Original tweet
778650543019483137,1729,6430,Original tweet
778624900596654080,1176,5177,Original tweet
778408200802557953,5023,15135,Original tweet
778396591732486144,14198,0,This is a retweet
778383385161035776,1271,6515,Original tweet
778286810187399168,3836,11576,Original tweet
778039087836069888,3065,9417,Original tweet
778027034220126208,1885,7320,Original tweet
777953400541634568,4080,0,This is a retweet
777885040357281792,1893,7078,Original tweet
777684233540206592,3403,12518,Original tweet
777641927919427584,4947,0,This is a retweet
777621514455814149,2910,9742,Original tweet
777189768882946048,4999,15921,Original tweet
776819012571455488,15839,0,This is a retweet
776813020089548800,1405,5444,Original tweet
776477788987613185,3249,9858,Original tweet
776249906839351296,10673,0,This is a retweet
776218204058357768,18497,33345,Original tweet
776201521193218049,2919,10681,Original tweet
776113305656188928,5068,13102,Original tweet
776088319444877312,179,2045,Original tweet
775898661951791106,17621,0,This is a retweet
775842724423557120,3116,13022,Original tweet
775733305207554048,4627,15413,Original tweet
775729183532220416,5302,14361,Original tweet
775364825476165632,3472,8295,Original tweet
775350846108426240,4532,11309,Original tweet
775096608509886464,9220,0,This is a retweet
775085132600442880,5488,17281,Original tweet
774757898236878852,2035,9462,Original tweet
774639387460112384,2013,7508,Original tweet
774314403806253056,6478,24167,Original tweet
773985732834758656,4492,11925,Original tweet
773922284943896577,1999,7110,Original tweet
773704687002451968,1891,7317,Original tweet
773670353721753600,1501,5935,Original tweet
773547596996571136,7126,24553,Original tweet
773336787167145985,5912,0,This is a retweet
773308824254029826,8640,25846,Original tweet
773247561583001600,3699,10414,Original tweet
773191612633579521,4736,11117,Original tweet
772877495989305348,4501,9555,Original tweet
772826264096874500,2669,8842,Original tweet
772615324260794368,3914,0,This is a retweet
772581559778025472,1968,7192,Original tweet
772193107915964416,1612,6665,Original tweet
772152991789019136,1300,4181,Original tweet
772117678702071809,848,4165,Original tweet
772114945936949249,546,3005,Original tweet
772102971039580160,1065,4448,Original tweet
771908950375665664,2181,7298,Original tweet
771770456517009408,3924,13356,Original tweet
771500966810099713,3018,9167,Original tweet
771380798096281600,5912,11746,Original tweet
771171053431250945,8705,0,This is a retweet
771136648247640064,3357,10223,Original tweet
771102124360998913,1663,6898,Original tweet
771014301343748096,1782,7032,Original tweet
770787852854652928,1415,5498,Original tweet
770772759874076672,1626,5749,Original tweet
770743923962707968,52360,0,This is a retweet
770655142660169732,2013,8130,Original tweet
770414278348247044,2390,6987,Original tweet
770293558247038976,1718,6923,Original tweet
770093767776997377,3520,0,This is a retweet
770069151037685760,2651,8385,Original tweet
769940425801170949,11131,34948,Original tweet
769695466921623552,1926,7101,Original tweet
769335591808995329,8830,0,This is a retweet
769212283578875904,1969,5980,Original tweet
768970937022709760,7574,16017,Original tweet
768909767477751808,3129,0,This is a retweet
768855141948723200,1034,4660,Original tweet
768609597686943744,1382,4580,Original tweet
768596291618299904,1473,5592,Original tweet
768554158521745409,6719,0,This is a retweet
768473857036525572,3958,15110,Original tweet
768193404517830656,4080,12157,Original tweet
767884188863397888,1634,5309,Original tweet
767754930266464257,6221,17814,Original tweet
767500508068192258,2688,8295,Original tweet
767191397493538821,4406,13643,Original tweet
767122157629476866,3261,11227,Original tweet
766864461642756096,6521,0,This is a retweet
766793450729734144,1565,5650,Original tweet
766714921925144576,438,2872,Original tweet
766693177336135680,918,4484,Original tweet
766423258543644672,1825,6671,Original tweet
766313316352462849,2166,7493,Original tweet
766078092750233600,2970,0,This is a retweet
766069199026450432,1003,4765,Original tweet
766008592277377025,571,4149,Original tweet
765719909049503744,2475,8021,Original tweet
765669560888528897,1407,5760,Original tweet
765395769549590528,3127,20539,Original tweet
765371061932261376,2475,7842,Original tweet
765222098633691136,3914,12902,Original tweet
764857477905154048,2029,7099,Original tweet
764259802650378240,1745,6718,Original tweet
763956972077010945,61,812,Original tweet
763837565564780549,4858,14041,Original tweet
763183847194451968,1702,6004,Original tweet
763167063695355904,3484,0,This is a retweet
763103485927849985,2602,8163,Original tweet
762699858130116608,4190,13518,Original tweet
762471784394268675,7612,12571,Original tweet
762464539388485633,4839,11503,Original tweet
762316489655476224,1298,5350,Original tweet
762035686371364864,17919,35400,Original tweet
761976711479193600,2310,5992,Original tweet
761750502866649088,4535,0,This is a retweet
761745352076779520,979,4707,Original tweet
761672994376806400,33421,55016,Original tweet
761599872357261312,1336,4578,Original tweet
761371037149827077,20500,0,This is a retweet
761334018830917632,1669,5792,Original tweet
761292947749015552,1265,4957,Original tweet
761227390836215808,1775,5908,Original tweet
761004547850530816,3952,12482,Original tweet
760893934457552897,1104,4228,Original tweet
760656994973933572,2210,7343,Original tweet
760641137271070720,1481,5485,Original tweet
760539183865880579,4168,8399,Original tweet
760521673607086080,1608,4681,Original tweet
760290219849637889,13140,29618,Original tweet
760252756032651264,995,4338,Original tweet
760190180481531904,2079,6334,Original tweet
760153949710192640,38,0,This is a retweet
759943073749200896,2382,6581,Original tweet
759923798737051648,6521,16284,Original tweet
759846353224826880,2265,7433,Original tweet
759793422261743616,2173,6620,Original tweet
759566828574212096,24319,0,This is a retweet
759557299618865152,1341,5202,Original tweet
759447681597108224,2827,9418,Original tweet
759446261539934208,561,1846,Original tweet
759197388317847553,2221,6725,Original tweet
759159934323924993,1359,0,This is a retweet
759099523532779520,4813,16101,Original tweet
759047813560868866,2302,7227,Original tweet
758854675097526272,1027,3904,Original tweet
758828659922702336,4376,12376,Original tweet
758740312047005698,1824,6339,Original tweet
758474966123810816,1132,4227,Original tweet
758467244762497024,2539,5316,Original tweet
758405701903519748,2204,5756,Original tweet
758355060040593408,1245,3797,Original tweet
758099635764359168,11550,21302,Original tweet
758041019896193024,433,3001,Original tweet
757741869644341248,3710,7613,Original tweet
757729163776290825,9299,0,This is a retweet
757725642876129280,1391,5022,Original tweet
757611664640446465,1272,5026,Original tweet
757597904299253760,336,0,This is a retweet
757596066325864448,1219,4808,Original tweet
757400162377592832,7759,16743,Original tweet
757393109802180609,2009,6462,Original tweet
757354760399941633,1637,4995,Original tweet
756998049151549440,2271,6923,Original tweet
756939218950160384,2295,7342,Original tweet
756651752796094464,1511,5612,Original tweet
756526248105566208,4169,11506,Original tweet
756303284449767430,1231,4359,Original tweet
756288534030475264,15071,28519,Original tweet
756275833623502848,1738,7114,Original tweet
755955933503782912,3285,8092,Original tweet
755206590534418437,6148,18212,Original tweet
755110668769038337,12621,23446,Original tweet
754874841593970688,9193,0,This is a retweet
754856583969079297,2870,7616,Original tweet
754747087846248448,591,2854,Original tweet
754482103782404096,2220,5852,Original tweet
754449512966619136,846,4147,Original tweet
754120377874386944,2670,8655,Original tweet
754011816964026368,4079,9726,Original tweet
753655901052166144,2492,6458,Original tweet
753420520834629632,4071,8731,Original tweet
753398408988139520,2186,6384,Original tweet
753375668877008896,2655,8411,Original tweet
753298634498793472,6620,0,This is a retweet
753294487569522689,1191,3758,Original tweet
753039830821511168,24013,41080,Original tweet
753026973505581056,1109,4283,Original tweet
752932432744185856,7798,13970,Original tweet
752917284578922496,1790,7592,Original tweet
752701944171524096,3291,0,This is a retweet
752682090207055872,1846,6642,Original tweet
752660715232722944,1794,4878,Original tweet
752568224206688256,2605,6140,Original tweet
752519690950500352,3917,8157,Original tweet
752334515931054080,1263,4238,Original tweet
752309394570878976,18963,0,This is a retweet
752173152931807232,2106,6569,Original tweet
751950017322246144,1060,3415,Original tweet
751937170840121344,1530,5770,Original tweet
751830394383790080,2227,6428,Original tweet
751793661361422336,3320,6479,Original tweet
751598357617971201,3440,8699,Original tweet
751583847268179968,1265,4849,Original tweet
751538714308972544,1445,5547,Original tweet
751456908746354688,1127,3516,Original tweet
751251247299190784,6695,13791,Original tweet
751205363882532864,2086,6948,Original tweet
751132876104687617,1480,5610,Original tweet
750868782890057730,1595,5306,Original tweet
750719632563142656,5747,14621,Original tweet
750506206503038976,1316,4934,Original tweet
750429297815552001,4947,14569,Original tweet
750383411068534784,1309,5005,Original tweet
750381685133418496,39,758,Original tweet
750147208377409536,1095,3409,Original tweet
750132105863102464,1440,3990,Original tweet
750117059602808832,1466,4740,Original tweet
750101899009982464,959,3344,Original tweet
750086836815486976,613,2383,Original tweet
750071704093859840,3802,8653,Original tweet
750056684286914561,1011,3444,Original tweet
750041628174217216,703,3502,Original tweet
750026558547456000,888,2986,Original tweet
750011400160841729,1035,3568,Original tweet
749996283729883136,919,3331,Original tweet
749981277374128128,2772,5569,Original tweet
749774190421639168,1493,5114,Original tweet
749417653287129088,1904,6721,Original tweet
749403093750648834,622,2892,Original tweet
749395845976588288,3951,9488,Original tweet
749317047558017024,2509,6076,Original tweet
749075273010798592,2360,6353,Original tweet
749064354620928000,1714,5277,Original tweet
749036806121881602,896,3425,Original tweet
748977405889503236,3759,11235,Original tweet
748932637671223296,2564,6461,Original tweet
748705597323898880,1067,3047,Original tweet
748699167502000129,1814,5213,Original tweet
748692773788876800,1504,4659,Original tweet
748575535303884801,2272,6696,Original tweet
748568946752774144,776,2411,Original tweet
748346686624440324,1413,5735,Original tweet
748337862848962560,4701,8462,Original tweet
748324050481647620,867,4078,Original tweet
748307329658011649,810,4027,Original tweet
748220828303695873,8825,15549,Original tweet
747963614829678593,2444,6397,Original tweet
747933425676525569,2894,7310,Original tweet
747885874273214464,1116,3243,Original tweet
747844099428986880,851,3084,Original tweet
747816857231626240,1316,5346,Original tweet
747651430853525504,179,1520,Original tweet
747648653817413632,6614,14182,Original tweet
747600769478692864,619,2545,Original tweet
747594051852075008,1205,4065,Original tweet
747512671126323200,1803,6110,Original tweet
747461612269887489,1169,4249,Original tweet
747439450712596480,2184,5965,Original tweet
747242308580548608,3257,0,This is a retweet
747219827526344708,1791,5792,Original tweet
747204161125646336,1038,3722,Original tweet
747103485104099331,4548,10534,Original tweet
746906459439529985,336,3168,Original tweet
746872823977771008,2429,6593,Original tweet
746818907684614144,1944,5807,Original tweet
746790600704425984,1806,5345,Original tweet
746757706116112384,4432,10520,Original tweet
746726898085036033,2037,6648,Original tweet
746542875601690625,2104,5520,Original tweet
746521445350707200,1110,0,This is a retweet
746507379341139972,1226,5094,Original tweet
746369468511756288,1854,6637,Original tweet
746131877086527488,2511,7565,Original tweet
746056683365994496,931,3904,Original tweet
745789745784041472,1207,4437,Original tweet
745712589599014916,2636,7652,Original tweet
745433870967832576,2894,7824,Original tweet
745422732645535745,2768,9412,Original tweet
745314880350101504,3131,7863,Original tweet
745074613265149952,3976,8605,Original tweet
745057283344719872,2585,7945,Original tweet
744995568523612160,716,3277,Original tweet
744971049620602880,3042,8652,Original tweet
744709971296780288,1771,6150,Original tweet
744334592493166593,2412,7443,Original tweet
744234799360020481,79515,131075,Original tweet
744223424764059648,424,1868,Original tweet
743980027717509120,1231,4551,Original tweet
743895849529389061,1087,3999,Original tweet
743835915802583040,2387,0,This is a retweet
743609206067040256,1560,4917,Original tweet
743595368194129920,7445,20275,Original tweet
743545585370791937,1066,3863,Original tweet
743510151680958465,4185,8671,Original tweet
743253157753532416,1366,4624,Original tweet
743222593470234624,2164,6792,Original tweet
743210557239623680,1560,4215,Original tweet
742534281772302336,4011,7744,Original tweet
742528092657332225,2245,4878,Original tweet
742465774154047488,4382,7916,Original tweet
742423170473463808,4319,10812,Original tweet
742385895052087300,2266,7457,Original tweet
742161199639494656,1547,4743,Original tweet
742150209887731712,1783,5661,Original tweet
741793263812808706,1698,4982,Original tweet
741743634094141440,3144,8945,Original tweet
741438259667034112,937,4026,Original tweet
741303864243200000,3650,9631,Original tweet
741099773336379392,6247,10997,Original tweet
741067306818797568,3520,10342,Original tweet
740995100998766593,3154,7018,Original tweet
740711788199743490,1062,3736,Original tweet
740699697422163968,888,3101,Original tweet
740676976021798912,7724,19881,Original tweet
740373189193256964,9220,20648,Original tweet
740365076218183684,495,2727,Original tweet
740359016048689152,967,3610,Original tweet
740214038584557568,2220,7335,Original tweet
739979191639244800,6719,21898,Original tweet
739932936087216128,1217,4443,Original tweet
739844404073074688,966,4138,Original tweet
739623569819336705,1547,4185,Original tweet
739606147276148736,1876,5897,Original tweet
739544079319588864,24319,43694,Original tweet
739485634323156992,3309,7887,Original tweet
739238157791694849,52360,75163,Original tweet
738891149612572673,6,115,Original tweet
738885046782832640,1283,4127,Original tweet
738883359779196928,917,3661,Original tweet
738537504001953792,1759,5575,Original tweet
738402415918125056,955,3599,Original tweet
738184450748633089,1360,4727,Original tweet
738166403467907072,3828,9635,Original tweet
738156290900254721,748,2768,Original tweet
737826014890496000,2006,5757,Original tweet
737800304142471168,3904,10943,Original tweet
737678689543020544,1509,5528,Original tweet
737445876994609152,5048,11302,Original tweet
737322739594330112,907,3953,Original tweet
737310737551491075,8329,16040,Original tweet
736736130620620800,1972,4736,Original tweet
736392552031657984,8407,19450,Original tweet
736365877722001409,1408,4367,Original tweet
736225175608430592,3115,8901,Original tweet
736010884653420544,3355,8652,Original tweet
735991953473572864,1283,3934,Original tweet
735648611367784448,1237,4397,Original tweet
735635087207878657,2659,6776,Original tweet
735274964362878976,4707,9629,Original tweet
735256018284875776,993,3675,Original tweet
735137028879360001,1092,3428,Original tweet
734912297295085568,572,2993,Original tweet
734787690684657664,7102,13745,Original tweet
734776360183431168,608,2742,Original tweet
734559631394082816,451,1646,Original tweet
733828123016450049,881,3926,Original tweet
733822306246479872,1141,4015,Original tweet
733482008106668032,1065,3438,Original tweet
733460102733135873,1451,4605,Original tweet
733109485275860992,17621,44619,Original tweet
732732193018155009,599,2671,Original tweet
732726085725589504,1003,3855,Original tweet
732585889486888962,868,4016,Original tweet
732375214819057664,2838,8832,Original tweet
732005617171337216,6154,16324,Original tweet
731285275100512256,1090,3798,Original tweet
731156023742988288,1434,4196,Original tweet
730924654643314689,2234,6682,Original tweet
730573383004487680,2435,5407,Original tweet
730427201120833536,1176,3809,Original tweet
730211855403241472,1182,4180,Original tweet
730196704625098752,2172,5339,Original tweet
729854734790754305,1268,4396,Original tweet
729838605770891264,431,1856,Original tweet
729823566028484608,1390,4358,Original tweet
729463711119904772,2586,6340,Original tweet
729113531270991872,370,2054,Original tweet
728986383096946689,917,3460,Original tweet
728760639972315136,1911,5090,Original tweet
728751179681943552,757,3032,Original tweet
728653952833728512,1169,3620,Original tweet
728409960103686147,2269,5383,Original tweet
728387165835677696,1075,3999,Original tweet
728046963732717569,1328,4722,Original tweet
728035342121635841,1872,4953,Original tweet
728015554473250816,1219,4479,Original tweet
727685679342333952,720,3206,Original tweet
727644517743104000,1962,6431,Original tweet
727524757080539137,1379,4900,Original tweet
727314416056803329,834,3623,Original tweet
727286334147182592,920,3324,Original tweet
727175381690781696,1540,4209,Original tweet
727155742655025152,1490,3983,Original tweet
726935089318363137,2738,7496,Original tweet
726887082820554753,1677,4195,Original tweet
726828223124897792,1124,3882,Original tweet
726224900189511680,1302,4811,Original tweet
725842289046749185,2970,7691,Original tweet
725786712245440512,1527,4537,Original tweet
725729321944506368,2009,5646,Original tweet
725458796924002305,703,1541,Original tweet
724983749226668032,1462,4040,Original tweet
724771698126512129,725,2593,Original tweet
724405726123311104,1847,5800,Original tweet
724049859469295616,1984,4738,Original tweet
724046343203856385,620,2901,Original tweet
724004602748780546,1790,4561,Original tweet
723912936180330496,1374,4236,Original tweet
723688335806480385,3347,8435,Original tweet
723673163800948736,1011,3291,Original tweet
723179728551723008,2110,5761,Original tweet
722974582966214656,1764,4493,Original tweet
722613351520608256,1831,5393,Original tweet
721503162398597120,2124,5086,Original tweet
721001180231503872,686,2748,Original tweet
720785406564900865,866,3400,Original tweet
720775346191278080,760,2702,Original tweet
720415127506415616,1681,4503,Original tweet
720389942216527872,2840,6974,Original tweet
720340705894408192,1098,3131,Original tweet
720059472081784833,1268,4229,Original tweet
720043174954147842,2253,5332,Original tweet
719991154352222208,1979,5281,Original tweet
719704490224398336,1645,4974,Original tweet
719551379208073216,2192,5515,Original tweet
719367763014393856,827,3022,Original tweet
719339463458033665,1403,4822,Original tweet
719332531645071360,1078,3711,Original tweet
718971898235854848,1231,3818,Original tweet
718939241951195136,1973,5720,Original tweet
718631497683582976,9126,20697,Original tweet
718613305783398402,542,2669,Original tweet
718540630683709445,1137,2730,Original tweet
718460005985447936,602,2846,Original tweet
718454725339934721,1685,5320,Original tweet
718246886998687744,565,2115,Original tweet
718234618122661888,1127,4217,Original tweet
717841801130979328,670,2660,Original tweet
717790033953034240,1272,3170,Original tweet
717537687239008257,2069,6281,Original tweet
717428917016076293,510,1748,Original tweet
717421804990701568,945,3446,Original tweet
717047459982213120,2135,6826,Original tweet
717009362452090881,1102,3583,Original tweet
716802964044845056,1317,4627,Original tweet
716791146589110272,1474,5204,Original tweet
716730379797970944,475,1339,Original tweet
716447146686459905,6643,14327,Original tweet
716439118184652801,247,2574,Original tweet
716285507865542656,1225,3041,Original tweet
716080869887381504,1935,5272,Original tweet
715928423106027520,987,3485,Original tweet
715758151270801409,1596,4085,Original tweet
715733265223708672,1920,5093,Original tweet
715704790270025728,634,3055,Original tweet
715696743237730304,1454,4257,Original tweet
715680795826982913,1813,4719,Original tweet
715360349751484417,1772,5955,Original tweet
715342466308784130,768,3294,Original tweet
715220193576927233,736,2630,Original tweet
715200624753819648,2110,5578,Original tweet
715009755312439296,1392,4550,Original tweet
714982300363173890,1166,4094,Original tweet
714962719905021952,4816,8028,Original tweet
714957620017307648,1595,4503,Original tweet
714631576617938945,1122,3571,Original tweet
714606013974974464,1038,3938,Original tweet
714485234495041536,1313,2962,Original tweet
714258258790387713,808,3281,Original tweet
714251586676113411,940,3570,Original tweet
714214115368108032,990,2480,Original tweet
714141408463036416,1569,4673,Original tweet
713919462244790272,869,3564,Original tweet
713909862279876608,616,2078,Original tweet
713900603437621249,829,3062,Original tweet
713761197720473600,1541,5308,Original tweet
713411074226274305,1440,4802,Original tweet
713177543487135744,3183,7854,Original tweet
713175907180089344,1630,4851,Original tweet
712809025985978368,7602,20378,Original tweet
712717840512598017,5616,13474,Original tweet
712668654853337088,1367,4531,Original tweet
712438159032893441,1756,5799,Original tweet
712309440758808576,26,269,Original tweet
712097430750289920,1172,4144,Original tweet
712092745624633345,1016,3211,Original tweet
712085617388212225,556,3531,Original tweet
712065007010385924,700,2451,Original tweet
711998809858043904,138,0,This is a retweet
711968124745228288,2601,8776,Original tweet
711743778164514816,1101,3095,Original tweet
711732680602345472,4653,9756,Original tweet
711694788429553666,20500,35865,Original tweet
711652651650457602,1037,4228,Original tweet
711363825979756544,1287,3996,Original tweet
711306686208872448,819,3596,Original tweet
711008018775851008,710,3275,Original tweet
710997087345876993,1561,4960,Original tweet
710844581445812225,779,2775,Original tweet
710833117892898816,606,2937,Original tweet
710658690886586372,636,2529,Original tweet
710609963652087808,2624,5227,Original tweet
710588934686908417,2107,4968,Original tweet
710296729921429505,833,2574,Original tweet
710283270106132480,580,2308,Original tweet
710272297844797440,1425,4945,Original tweet
710269109699739648,1257,2613,Original tweet
710153181850935296,1006,3153,Original tweet
710140971284037632,1008,3017,Original tweet
710117014656950272,2233,5999,Original tweet
709918798883774466,1215,3250,Original tweet
709901256215666688,112,732,Original tweet
709852847387627521,1336,3824,Original tweet
709566166965075968,1367,3865,Original tweet
709556954897764353,1204,3593,Original tweet
709519240576036864,277,1620,Original tweet
709449600415961088,665,2420,Original tweet
709409458133323776,788,2855,Original tweet
709225125749587968,647,2615,Original tweet
709207347839836162,6567,13755,Original tweet
709198395643068416,721,2634,Original tweet
709179584944730112,763,2213,Original tweet
709158332880297985,470,2236,Original tweet
709042156699303936,1864,5197,Original tweet
708853462201716736,745,1941,Original tweet
708845821941387268,1015,3226,Original tweet
708834316713893888,571,1860,Original tweet
708810915978854401,7848,18036,Original tweet
708738143638450176,917,2997,Original tweet
708711088997666817,834,2790,Original tweet
708479650088034305,765,2768,Original tweet
708469915515297792,926,3357,Original tweet
708400866336894977,11330,17516,Original tweet
708356463048204288,1520,3929,Original tweet
708349470027751425,831,2568,Original tweet
708149363256774660,1727,4672,Original tweet
708130923141795840,943,3707,Original tweet
708119489313951744,1102,2937,Original tweet
708109389455101952,610,2124,Original tweet
708026248782585858,2166,4799,Original tweet
707995814724026368,1273,3385,Original tweet
707983188426153984,2,52,Original tweet
707969809498152960,1097,2941,Original tweet
707776935007539200,1079,3593,Original tweet
707741517457260545,696,2718,Original tweet
707738799544082433,2785,4495,Original tweet
707693576495472641,1133,3765,Original tweet
707629649552134146,997,2834,Original tweet
707610948723478529,7236,18557,Original tweet
707420581654872064,789,2499,Original tweet
707411934438625280,673,2486,Original tweet
707387676719185920,1490,3835,Original tweet
707377100785885184,1214,3603,Original tweet
707315916783140866,727,2698,Original tweet
707297311098011648,903,3022,Original tweet
707059547140169728,759,2796,Original tweet
707038192327901184,900,2404,Original tweet
707021089608753152,1540,4433,Original tweet
707014260413456384,664,2502,Original tweet
706904523814649856,8830,15961,Original tweet
706901761596989440,680,2264,Original tweet
706681918348251136,1103,3627,Original tweet
706644897839910912,1224,2814,Original tweet
706593038911545345,718,2363,Original tweet
706538006853918722,1580,3778,Original tweet
706516534877929472,1150,3404,Original tweet
706346369204748288,1035,3768,Original tweet
706310011488698368,9034,23443,Original tweet
706291001778950144,522,1861,Original tweet
706265994973601792,1030,2979,Original tweet
706169069255446529,2511,4291,Original tweet
706166467411222528,1819,5636,Original tweet
706153300320784384,437,1632,Original tweet
705975130514706432,842,3397,Original tweet
705970349788291072,1008,3440,Original tweet
705898680587526145,643,2597,Original tweet
705786532653883392,596,2132,Original tweet
705591895322394625,1308,3475,Original tweet
705475953783398401,1045,3231,Original tweet
705442520700944385,1859,4877,Original tweet
705428427625635840,1931,4188,Original tweet
705239209544720384,854,3290,Original tweet
705223444686888960,900,2829,Original tweet
705102439679201280,585,2342,Original tweet
705066031337840642,683,2378,Original tweet
704871453724954624,1245,4585,Original tweet
704859558691414016,612,2462,Original tweet
704847917308362754,1727,5594,Original tweet
704819833553219584,1136,2906,Original tweet
704761120771465216,3257,7283,Original tweet
704499785726889984,1124,3212,Original tweet
704491224099647488,97,840,Original tweet
704480331685040129,1197,3723,Original tweet
704364645503647744,3999,8804,Original tweet
704347321748819968,393,1729,Original tweet
704134088924532736,519,1653,Original tweet
704113298707505153,629,2031,Original tweet
704054845121142784,1028,3201,Original tweet
703774238772166656,526,2020,Original tweet
703769065844768768,1276,3621,Original tweet
703631701117943808,772,2853,Original tweet
703611486317502464,1709,4229,Original tweet
703425003149250560,1559,4162,Original tweet
703407252292673536,786,2685,Original tweet
703382836347330562,1285,3837,Original tweet
703356393781329922,429,2085,Original tweet
703268521220972544,618,2152,Original tweet
703079050210877440,3494,8064,Original tweet
703041949650034688,14198,28996,Original tweet
702932127499816960,811,2825,Original tweet
702899151802126337,509,1772,Original tweet
702684942141153280,1215,3516,Original tweet
702671118226825216,634,2398,Original tweet
702598099714314240,3712,11332,Original tweet
702539513671897089,1091,3134,Original tweet
702332542343577600,1755,3491,Original tweet
702321140488925184,1156,3604,Original tweet
702276748847800320,860,2706,Original tweet
702217446468493312,1526,5268,Original tweet
701981390485725185,1106,3755,Original tweet
701952816642965504,1149,4167,Original tweet
701889187134500865,1558,3905,Original tweet
701805642395348998,1900,3752,Original tweet
701601587219795968,523,2299,Original tweet
701570477911896070,1055,3080,Original tweet
701545186879471618,680,2902,Original tweet
701214700881756160,5812,13475,Original tweet
700890391244103680,653,2437,Original tweet
700864154249383937,685,2828,Original tweet
700847567345688576,558,2637,Original tweet
700796979434098688,1085,2669,Original tweet
700747788515020802,10673,25130,Original tweet
700518061187723268,915,2887,Original tweet
700505138482569216,646,2487,Original tweet
700462010979500032,2031,4537,Original tweet
700167517596164096,836,2903,Original tweet
700151421916807169,754,2450,Original tweet
700143752053182464,3129,8282,Original tweet
700062718104104960,778,2890,Original tweet
700029284593901568,661,2262,Original tweet
700002074055016451,1529,3627,Original tweet
699801817392291840,1088,3345,Original tweet
699788877217865730,557,2458,Original tweet
699779630832685056,1397,3039,Original tweet
699775878809702401,690,2150,Original tweet
699691744225525762,5174,11252,Original tweet
699446877801091073,2938,6515,Original tweet
699434518667751424,577,2384,Original tweet
699423671849451520,383,1505,Original tweet
699413908797464576,688,2258,Original tweet
699370870310113280,497,2053,Original tweet
699323444782047232,983,3466,Original tweet
699088579889332224,715,2451,Original tweet
699079609774645248,745,2677,Original tweet
699072405256409088,1325,3296,Original tweet
699060279947165696,2059,4173,Original tweet
699036661657767936,1345,2863,Original tweet
698989035503689728,1113,3701,Original tweet
698953797952008193,1020,2975,Original tweet
698907974262222848,699,2787,Original tweet
698710712454139905,774,2710,Original tweet
698703483621523456,425,1608,Original tweet
698635131305795584,388,1400,Original tweet
698549713696649216,704,2536,Original tweet
698355670425473025,516,2046,Original tweet
698342080612007937,1074,2485,Original tweet
698262614669991936,2268,5214,Original tweet
698195409219559425,6750,18408,Original tweet
698178924120031232,830,3084,Original tweet
697995514407682048,372,1665,Original tweet
697990423684476929,1451,3592,Original tweet
697943111201378304,776,2638,Original tweet
697881462549430272,1337,3313,Original tweet
697630435728322560,614,1909,Original tweet
697616773278015490,1144,3467,Original tweet
697596423848730625,1425,3306,Original tweet
697575480820686848,572,2250,Original tweet
697516214579523584,1282,2281,Original tweet
697482927769255936,765,2662,Original tweet
697463031882764288,1552,3748,Original tweet
697270446429966336,2087,5131,Original tweet
697259378236399616,1136,3611,Original tweet
697255105972801536,1315,3316,Original tweet
697242256848379904,751,2753,Original tweet
696900204696625153,1156,3492,Original tweet
696894894812565505,758,2594,Original tweet
696886256886657024,2016,5317,Original tweet
696877980375769088,802,2689,Original tweet
696754882863349760,396,1615,Original tweet
696744641916489729,1069,2293,Original tweet
696713835009417216,757,2613,Original tweet
696518437233913856,1887,4274,Original tweet
696490539101908992,170,1339,Original tweet
696488710901260288,1166,2788,Original tweet
696405997980676096,1284,3531,Original tweet
696100768806522880,750,2125,Original tweet
695816827381944320,1320,3287,Original tweet
695794761660297217,880,3490,Original tweet
695767669421768709,854,2060,Original tweet
695629776980148225,2377,5020,Original tweet
695446424020918272,2026,4787,Original tweet
695409464418041856,4017,9460,Original tweet
695314793360662529,1675,4004,Original tweet
695095422348574720,684,2888,Original tweet
695074328191332352,1239,3116,Original tweet
695064344191721472,685,1771,Original tweet
695051054296211456,885,2918,Original tweet
694925794720792577,1043,2965,Original tweet
694905863685980160,1053,3046,Original tweet
694669722378485760,13517,26068,Original tweet
694356675654983680,328,1653,Original tweet
694352839993344000,700,2244,Original tweet
694342028726001664,557,1727,Original tweet
694329668942569472,569,2203,Original tweet
694206574471057408,2297,4582,Original tweet
694183373896572928,1040,3236,Original tweet
694001791655137281,1176,3705,Original tweet
693993230313091072,457,2044,Original tweet
693942351086120961,413,1896,Original tweet
693647888581312512,673,2961,Original tweet
693644216740769793,150,1473,Original tweet
693642232151285760,472,2790,Original tweet
693629975228977152,894,2685,Original tweet
693622659251335168,422,1691,Original tweet
693590843962331137,2233,5565,Original tweet
693582294167244802,292,1802,Original tweet
693486665285931008,698,1941,Original tweet
693280720173801472,1403,3669,Original tweet
