tweet_id,retweet_count,favorite_count,retweeted_status
816697700272001025,2545,10905,Original tweet
816450570814898180,9366,33961,Original tweet
816336735214911488,2269,9564,Original tweet
816091915477250048,2500,9927,Original tweet
816062466425819140,1207,0,This is a retweet
816014286006976512,6154,0,This is a retweet
815990720817401858,1207,5545,Original tweet
815966073409433600,9907,25057,Original tweet
815745968457060357,4797,0,This is a retweet
815736392542261248,2625,10937,Original tweet
815639385530101762,1918,9161,Original tweet
815390420867969024,4407,11467,Original tweet
814986499976527872,1505,8485,Original tweet
814638523311648768,3130,12511,Original tweet
814578408554463233,6750,0,This is a retweet
814530161257443328,2156,9629,Original tweet
814153002265309185,10080,32000,Original tweet
813944609378369540,3732,0,This is a retweet
813910438903693312,2194,10342,Original tweet
813812741911748608,16267,40402,Original tweet
813800681631023104,2060,9300,Original tweet
813217897535406080,8476,20783,Original tweet
813202720496779264,2090,10192,Original tweet
813187593374461952,5096,22085,Original tweet
813172488309972993,2236,10384,Original tweet
813157409116065792,2557,8588,Original tweet
813142292504645637,2728,9361,Original tweet
813130366689148928,513,4968,Original tweet
813127251579564032,3652,13242,Original tweet
813112105746448384,3225,11515,Original tweet
813096984823349248,4207,11694,Original tweet
813081950185472002,3220,10989,Original tweet
813066809284972545,2276,8865,Original tweet
813051746834595840,8503,23337,Original tweet
812781120811126785,2191,8380,Original tweet
812747805718642688,8067,0,This is a retweet
812709060537683968,1665,7373,Original tweet
812503143955202048,1424,6787,Original tweet
812466873996607488,2231,8900,Original tweet
812372279581671427,4252,15224,Original tweet
811985624773361665,1647,8102,Original tweet
811744202451197953,1884,8429,Original tweet
811647686436880384,872,6215,Original tweet
811627233043480576,3650,14265,Original tweet
811386762094317568,7444,23302,Original tweet
810984652412424192,1655,5927,Original tweet
810896069567610880,2090,10093,Original tweet
810657578271330305,3057,12192,Original tweet
810284430598270976,13369,39640,Original tweet
810254108431155201,3901,16380,Original tweet
809920764300447744,4521,17250,Original tweet
809808892968534016,5711,0,This is a retweet
809448704142938112,1696,7727,Original tweet
809220051211603969,6554,22246,Original tweet
809084759137812480,4046,14685,Original tweet
808838249661788160,3536,11271,Original tweet
808733504066486276,2509,8784,Original tweet
808501579447930884,3007,12595,Original tweet
808344865868283904,24069,47281,Original tweet
808134635716833280,6961,0,This is a retweet
808106460588765185,2525,9701,Original tweet
808001312164028416,4098,14015,Original tweet
807621403335917568,4288,16236,Original tweet
807106840509214720,56625,107015,Original tweet
807059379405148160,8521,0,This is a retweet
807010152071229440,4418,14514,Original tweet
806629075125202948,37911,75639,Original tweet
806620845233815552,6426,0,This is a retweet
806576416489959424,2230,5370,Original tweet
806542213899489280,2752,11363,Original tweet
806242860592926720,13616,0,This is a retweet
806219024703037440,1388,7145,Original tweet
805958939288408065,6238,0,This is a retweet
805932879469572096,2209,9178,Original tweet
805826884734976000,2132,7335,Original tweet
805823200554876929,9374,0,This is a retweet
805520635690676224,1905,6368,Original tweet
805487436403003392,2929,9773,Original tweet
805207613751304193,1972,8680,Original tweet
804738756058218496,4480,15326,Original tweet
804475857670639616,2355,6886,Original tweet
804413760345620481,3712,0,This is a retweet
804026241225523202,18876,49774,Original tweet
803773340896923648,3220,11203,Original tweet
803692223237865472,8689,0,This is a retweet
803638050916102144,4828,12270,Original tweet
803380650405482500,2169,8601,Original tweet
803321560782307329,6221,0,This is a retweet
803276597545603072,2887,11207,Original tweet
802952499103731712,2336,10085,Original tweet
802624713319034886,3403,0,This is a retweet
802600418706604034,1714,7938,Original tweet
802572683846291456,2926,9959,Original tweet
802323869084381190,6808,18124,Original tweet
802265048156610565,1573,7039,Original tweet
802247111496568832,5247,0,This is a retweet
802239329049477120,3040,10132,Original tweet
802185808107208704,314,0,This is a retweet
801958328846974976,1992,8608,Original tweet
801854953262350336,275,1958,Original tweet
801538201127157760,2391,9141,Original tweet
801285448605831168,960,6802,Original tweet
801167903437357056,6961,27386,Original tweet
801127390143516673,4627,0,This is a retweet
801115127852503040,2429,8992,Original tweet
800859414831898624,113,778,Original tweet
800855607700029440,1889,0,This is a retweet
800751577355128832,3214,11701,Original tweet
800513324630806528,3495,14685,Original tweet
800459316964663297,2489,10538,Original tweet
800443802682937345,5068,0,This is a retweet
800388270626521089,3265,12456,Original tweet
800188575492947969,4581,0,This is a retweet
800141422401830912,2980,17092,Original tweet
800018252395122689,15351,31768,Original tweet
799774291445383169,5488,0,This is a retweet
799757965289017345,2506,9390,Original tweet
799422933579902976,2213,8965,Original tweet
799308762079035393,6478,0,This is a retweet
799297110730567681,3227,11065,Original tweet
799063482566066176,2863,9058,Original tweet
798933969379225600,5203,14712,Original tweet
798925684722855936,1663,8246,Original tweet
798705661114773508,7724,0,This is a retweet
798701998996647937,9126,0,This is a retweet
798697898615730177,7602,0,This is a retweet
798694562394996736,5812,0,This is a retweet
798686750113755136,2702,0,This is a retweet
798682547630837760,5515,0,This is a retweet
798673117451325440,6485,0,This is a retweet
798665375516884993,4519,0,This is a retweet
798644042770751489,2153,0,This is a retweet
798628517273620480,2272,0,This is a retweet
798585098161549313,6618,0,This is a retweet
798576900688019456,6871,0,This is a retweet
798340744599797760,3924,0,This is a retweet
798209839306514432,2954,11548,Original tweet
797971864723324932,3652,13018,Original tweet
797545162159308800,5656,16198,Original tweet
797236660651966464,7726,22328,Original tweet
797165961484890113,32,256,Original tweet
796904159865868288,10411,0,This is a retweet
796865951799083009,2198,8564,Original tweet
796759840936919040,3562,13256,Original tweet
796563435802726400,8536,0,This is a retweet
796484825502875648,2042,8472,Original tweet
796387464403357696,4861,12334,Original tweet
796177847564038144,16628,0,This is a retweet
796149749086875649,16628,36177,Original tweet
796125600683540480,2079,5511,Original tweet
796116448414461957,2813,10139,Original tweet
796080075804475393,2703,9469,Original tweet
796031486298386433,4284,12071,Original tweet
795464331001561088,27728,55683,Original tweet
795400264262053889,3323,11270,Original tweet
795076730285391872,6288,18139,Original tweet
794983741416415232,3942,0,This is a retweet
794926597468000259,2697,11492,Original tweet
794355576146903043,12014,0,This is a retweet
794332329137291264,3088,10686,Original tweet
794205286408003585,3895,10314,Original tweet
793962221541933056,5711,18910,Original tweet
793845145112371200,2187,10295,Original tweet
793614319594401792,3661,0,This is a retweet
793601777308463104,1908,8926,Original tweet
793500921481273345,2786,11953,Original tweet
793286476301799424,10723,27597,Original tweet
793271401113350145,2763,9677,Original tweet
793256262322548741,9714,22350,Original tweet
793241302385262592,3812,11780,Original tweet
793226087023144960,3338,11001,Original tweet
793210959003287553,3301,9997,Original tweet
793195938047070209,6547,17063,Original tweet
793180763617361921,2310,7740,Original tweet
793165685325201412,3238,10478,Original tweet
793150605191548928,1984,6909,Original tweet
793135492858580992,2893,7214,Original tweet
793120401413079041,4551,14202,Original tweet
792913359805018113,4715,16063,Original tweet
792883833364439040,4964,12666,Original tweet
792773781206999040,1963,8209,Original tweet
792394556390137856,4998,15128,Original tweet
792050063153438720,2088,8029,Original tweet
791821351946420224,24514,0,This is a retweet
791784077045166082,11271,0,This is a retweet
791780927877898241,4432,0,This is a retweet
791774931465953280,21156,37818,Original tweet
791672322847637504,3661,13129,Original tweet
791406955684368384,4797,14670,Original tweet
791312159183634433,2963,9841,Original tweet
791026214425268224,4858,0,This is a retweet
790987426131050500,2483,11089,Original tweet
790946055508652032,5496,18601,Original tweet
790723298204217344,2704,0,This is a retweet
790698755171364864,2203,9158,Original tweet
790581949425475584,8183,22473,Original tweet
790337589677002753,2167,8740,Original tweet
790277117346975746,3732,14081,Original tweet
790227638568808452,4190,0,This is a retweet
789986466051088384,2704,10369,Original tweet
789960241177853952,4839,0,This is a retweet
789903600034189313,4858,11673,Original tweet
789628658055020548,2080,8448,Original tweet
789599242079838210,2279,7620,Original tweet
789530877013393408,3942,13188,Original tweet
789314372632018944,2666,9615,Original tweet
789280767834746880,5747,0,This is a retweet
789268448748703744,3014,10196,Original tweet
789137962068021249,3244,10875,Original tweet
788908386943430656,14409,30653,Original tweet
788765914992902144,12014,30658,Original tweet
788552643979468800,8407,0,This is a retweet
788412144018661376,5990,16060,Original tweet
788178268662984705,2488,8100,Original tweet
788150585577050112,1510,6865,Original tweet
788070120937619456,3952,0,This is a retweet
788039637453406209,1535,6867,Original tweet
787810552592695296,3540,9717,Original tweet
787717603741622272,3240,11416,Original tweet
787397959788929025,3300,12120,Original tweet
787322443945877504,2032,8726,Original tweet
787111942498508800,7798,0,This is a retweet
786963064373534720,9327,29725,Original tweet
786729988674449408,2827,0,This is a retweet
786709082849828864,7069,20296,Original tweet
786664955043049472,2996,11957,Original tweet
786595970293370880,3601,10497,Original tweet
786363235746385920,4072,12189,Original tweet
786286427768250368,3352,8930,Original tweet
786233965241827333,5571,17178,Original tweet
786051337297522688,179,1614,Original tweet
786036967502913536,8237,0,This is a retweet
785927819176054784,3652,12696,Original tweet
785872687017132033,2130,7489,Original tweet
785639753186217984,2561,8735,Original tweet
785533386513321988,2334,10183,Original tweet
785515384317313025,1477,6800,Original tweet
785264754247995392,1911,8128,Original tweet
785170936622350336,5639,13491,Original tweet
784826020293709826,3712,11310,Original tweet
784517518371221505,2970,10039,Original tweet
784431430411685888,1491,6329,Original tweet
784183165795655680,9374,22513,Original tweet
784057939640352768,12953,33505,Original tweet
783839966405230592,12643,33689,Original tweet
783821107061198850,2269,8209,Original tweet
783695101801398276,3737,11650,Original tweet
783466772167098368,2608,9468,Original tweet
783391753726550016,6441,18908,Original tweet
783347506784731136,6533,0,This is a retweet
783334639985389568,13616,32651,Original tweet
783085703974514689,2565,9112,Original tweet
782969140009107456,8521,26949,Original tweet
782747134529531904,1604,8310,Original tweet
782722598790725632,6238,19250,Original tweet
782598640137187329,2184,8694,Original tweet
782305867769217024,6470,18630,Original tweet
782021823840026624,7236,0,This is a retweet
781955203444699136,3920,12357,Original tweet
781661882474196992,3129,11634,Original tweet
781655249211752448,1314,4466,Original tweet
781524693396357120,6426,23163,Original tweet
781308096455073793,2961,7973,Original tweet
781251288990355457,2458,9428,Original tweet
